"player_age","matches_played","win_percentage"
"15.0","5108","44.8512137823022709475333"
"20.0","37990","51.1739931560937088707555"
"25.0","47192","50.4174436345143244617732"
"30.0","15754","47.8481655452583470864542"
"35.0","918","46.5141612200435729847495"
