"player_height","num_players","win_percentage"
"150.0","1","52.140077821011673151751"
"155.0","4","48.6607142857142857142857"
"160.0","13","50.5396430053964300539643"
"165.0","33","51.6282512159018820046521"
"170.0","56","55.434782608695652173913"
"175.0","35","56.7448548575536982115575"
"180.0","35","55.0574184657785943959577"
"185.0","5","69.8537682789651293588301"
