"player_height","num_players","win_percentage"
"160.0","1","58.2677165354330708661417"
"165.0","2","46.0500963391136801541426"
"170.0","37","40.2892561983471074380165"
"175.0","118","49.8540020611473720371007"
"180.0","240","49.2521647861453686696405"
"185.0","233","53.0668090502569578856037"
"190.0","139","51.3909474404286854406567"
"195.0","35","55.14479359211337030191"
"200.0","10","47.4576271186440677966102"
"205.0","2","57.4782608695652173913043"
